python3 -m cProfile -s cumtime src/main.py >> profile.txt
         1015011 function calls (1009599 primitive calls) in 7.412 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 exceptions.py:112(InvalidStatusCode)
        1    0.000    0.000    0.000    0.000 exceptions.py:158(DuplicateParameter)
        1    0.000    0.000    0.000    0.000 exceptions.py:216(ConnectionClosed)
        1    0.000    0.000    0.000    0.000 exceptions.py:240(PayloadTooBig)
        1    0.000    0.000    0.000    0.000 permessage_deflate.py:114(ClientPerMessageDeflateFactory)
        1    0.000    0.000    0.000    0.000 permessage_deflate.py:270(ServerPerMessageDeflateFactory)
        1    0.000    0.000    0.000    0.000 cookies.py:150(CookieError)
        1    0.000    0.000    0.000    0.000 cookies.py:625(SimpleCookie)
        1    0.000    0.000    0.000    0.000 cookies.py:97(MockResponse)
        1    0.000    0.000    0.000    0.000 cookies.py:165(CookieConflictError)
        1    0.000    0.000    0.000    0.000 models.py:174(RequestHooksMixin)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1222(Absent)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1753(LoadError)
        1    0.000    0.000    0.000    0.000 request.py:612(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:631(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:648(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:900(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:1213(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1352(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1385(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:1500(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1611(DataHandler)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:618(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:714(_SharedFile)
        1    0.000    0.000    0.000    0.000 errors.py:26(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 raw_json.py:4(RawJSON)
        1    0.000    0.000    0.000    0.000 algorithms.py:130(SEED)
        1    0.000    0.000    0.000    0.000 scrypt.py:23(Scrypt)
        1    0.000    0.000    0.000    0.000 ec.py:92(_ECDSASignatureContext)
        1    0.000    0.000    0.000    0.000 ec.py:108(_ECDSAVerificationContext)
        1    0.000    0.000    0.000    0.000 x25519.py:13(_X25519PublicKey)
        1    0.000    0.000    0.000    0.000 decode_asn1.py:183(_X509ExtensionParser)
        1    0.000    0.000    0.000    0.000 backend.py:1956(GetCipherByName)
        1    0.000    0.000    0.000    0.000 modes.py:124(ECB)
        1    0.000    0.000    0.000    0.000 decode_asn1.py:20(_Integers)
        1    0.000    0.000    0.000    0.000 SSL.py:124(_buffer)
        1    0.000    0.000    0.000    0.000 SSL.py:245(Error)
        1    0.000    0.000    0.000    0.000 SSL.py:259(WantWriteError)
        1    0.000    0.000    0.000    0.000 SSL.py:267(ZeroReturnError)
        1    0.000    0.000    0.000    0.000 SSL.py:271(SysCallError)
        1    0.000    0.000    0.000    0.000 SSL.py:342(_NpnAdvertiseHelper)
        1    0.000    0.000    0.000    0.000 _conditional.py:84(cryptography_has_ssl3_method)
        1    0.000    0.000    0.000    0.000 _conditional.py:161(cryptography_has_ssl_st)
        1    0.000    0.000    0.000    0.000 _conditional.py:177(cryptography_has_locking_callbacks)
        1    0.000    0.000    0.000    0.000 hashes.py:110(SHA1)
        1    0.000    0.000    0.000    0.000 hashes.py:131(SHA384)
        1    0.000    0.000    0.000    0.000 hashes.py:138(SHA512)
        1    0.000    0.000    0.000    0.000 hashes.py:145(MD5)
        1    0.000    0.000    0.000    0.000 serialization.py:193(KeySerializationEncryption)
        1    0.000    0.000    0.000    0.000 serialization.py:198(BestAvailableEncryption)
        1    0.000    0.000    0.000    0.000 core.py:31(InvalidCodepointContext)
        1    0.000    0.000    0.000    0.000 core.py:4552(VideotexString)
        1    0.000    0.000    0.000    0.000 core.py:4560(IA5String)
        1    0.000    0.000    0.000    0.000 core.py:4744(GraphicString)
        1    0.000    0.000    0.000    0.000 core.py:4792(BMPString)
        1    0.000    0.000    0.000    0.000 _teletex_codec.py:40(TeletexStreamReader)
        1    0.000    0.000    0.000    0.000 algos.py:365(Pbkdf2Salt)
        1    0.000    0.000    0.000    0.000 algos.py:398(DHParameters)
        1    0.000    0.000    0.000    0.000 algos.py:411(KeyExchangeAlgorithmId)
        1    0.000    0.000    0.000    0.000 algos.py:417(KeyExchangeAlgorithm)
        1    0.000    0.000    0.000    0.000 algos.py:428(Rc2Params)
        1    0.000    0.000    0.000    0.000 algos.py:435(Rc5ParamVersion)
        1    0.000    0.000    0.000    0.000 algos.py:441(Rc5Params)
        1    0.000    0.000    0.000    0.000 algos.py:450(Pbes1Params)
        1    0.000    0.000    0.000    0.000 algos.py:457(PSourceAlgorithmId)
        1    0.000    0.000    0.000    0.000 algos.py:463(PSourceAlgorithm)
        1    0.000    0.000    0.000    0.000 algos.py:1084(Pbes2Params)
        1    0.000    0.000    0.000    0.000 algos.py:1091(Pbmac1Params)
        1    0.000    0.000    0.000    0.000 algos.py:1098(Pkcs5MacId)
        1    0.000    0.000    0.000    0.000 algos.py:1104(Pkcs5MacAlgorithm)
        1    0.000    0.000    0.000    0.000 algos.py:1119(AnyAlgorithmId)
        1    0.000    0.000    0.000    0.000 algos.py:1129(AnyAlgorithmIdentifier)
        1    0.000    0.000    0.000    0.000 core.py:2948(InstanceOf)
        1    0.000    0.000    0.000    0.000 core.py:2956(Real)
        1    0.000    0.000    0.000    0.000 _ffi.py:30(LibraryNotFoundError)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:185(c_uint)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_longdouble)
        1    0.000    0.000    0.000    0.000 __init__.py:218(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:225(c_byte)
        1    0.000    0.000    0.000    0.000 __init__.py:241(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:246(c_bool)
        1    0.000    0.000    0.000    0.000 __init__.py:256(c_wchar)
        1    0.000    0.000    0.000    0.000 algos.py:120(HmacAlgorithm)
        1    0.000    0.000    0.000    0.000 algos.py:141(DigestAlgorithm)
        1    0.000    0.000    0.000    0.000 algos.py:149(DigestInfo)
        1    0.000    0.000    0.000    0.000 keys.py:899(ValidationParms)
        1    0.000    0.000    0.000    0.000 keys.py:924(PublicKeyAlgorithmId)
        1    0.000    0.000    0.000    0.000 idna.py:253(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 idna.py:292(StreamWriter)
        1    0.000    0.000    0.000    0.000 idna.py:295(StreamReader)
        1    0.000    0.000    0.000    0.000 keys.py:66(OtherPrimeInfos)
        1    0.000    0.000    0.000    0.000 keys.py:211(ECPointBitString)
        1    0.000    0.000    0.000    0.000 keys.py:216(SpecifiedECDomainVersion)
        1    0.000    0.000    0.000    0.000 keys.py:227(FieldType)
        1    0.000    0.000    0.000    0.000 keys.py:239(CharacteristicTwoBasis)
        1    0.000    0.000    0.000    0.000 keys.py:252(Pentanomial)
        1    0.000    0.000    0.000    0.000 keys.py:264(CharacteristicTwo)
        1    0.000    0.000    0.000    0.000 keys.py:301(Curve)
        1    0.000    0.000    0.000    0.000 keys.py:396(ECPrivateKeyVersion)
        1    0.000    0.000    0.000    0.000 ec.py:147(SECT283R1)
        1    0.000    0.000    0.000    0.000 ec.py:177(SECT283K1)
        1    0.000    0.000    0.000    0.000 ec.py:189(SECT163K1)
        1    0.000    0.000    0.000    0.000 ec.py:195(SECP521R1)
        1    0.000    0.000    0.000    0.000 ec.py:213(SECP256K1)
        1    0.000    0.000    0.000    0.000 ec.py:219(SECP224R1)
        1    0.000    0.000    0.000    0.000 ec.py:225(SECP192R1)
        1    0.000    0.000    0.000    0.000 exceptions.py:30(AlreadyFinalized)
        1    0.000    0.000    0.000    0.000 exceptions.py:34(AlreadyUpdated)
        1    0.000    0.000    0.000    0.000 exceptions.py:46(InvalidSignature)
        1    0.000    0.000    0.000    0.000 exceptions.py:50(InternalError)
        1    0.000    0.000    0.000    0.000 utils.py:74(InterfaceNotImplemented)
        1    0.000    0.000    0.000    0.000 crypto.py:1682(X509StoreContextError)
        1    0.000    0.000    0.000    0.000 six.py:322(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:364(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:436(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 exceptions.py:12(RequestException)
        1    0.000    0.000    0.000    0.000 exceptions.py:28(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:44(Timeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:60(ReadTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:64(URLRequired)
        1    0.000    0.000    0.000    0.000 exceptions.py:72(MissingSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:92(ChunkedEncodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:96(ContentDecodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:100(StreamConsumedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:124(RequestsDependencyWarning)
        1    0.000    0.000    0.000    0.000 crypto.py:204(_X509NameInvalidator)
        1    0.000    0.000    0.000    0.000 big5freq.py:43(<module>)
        1    0.000    0.000    0.000    0.000 gb2312freq.py:42(<module>)
        1    0.000    0.000    0.000    0.000 jisfreq.py:44(<module>)
        1    0.000    0.000    0.000    0.000 enums.py:41(MachineState)
        1    0.000    0.000    0.000    0.000 chardistribution.py:113(EUCTWDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:132(EUCKRDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:192(SJISDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:217(EUCJPDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 response.py:55(GzipDecoderState)
        1    0.000    0.000    0.000    0.000 response.py:62(GzipDecoder)
        1    0.000    0.000    0.000    0.000 response.py:93(MultiDecoder)
        1    0.000    0.000    0.000    0.000 poolmanager.py:362(ProxyManager)
        1    0.000    0.000    0.000    0.000 enums.py:32(ProbingState)
        1    0.000    0.000    0.000    0.000 connection.py:263(VerifiedHTTPSConnection)
        1    0.000    0.000    0.000    0.000 calendar.py:501(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:532(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 message.py:1159(EmailMessage)
        1    0.000    0.000    0.000    0.000 parse.py:337(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:310(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:318(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(ParseResult)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:18(PoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(RequestError)
        1    0.000    0.000    0.000    0.000 exceptions.py:45(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:55(ProtocolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:66(MaxRetryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:85(HostChangedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:94(TimeoutStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:99(TimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:108(ReadTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:120(NewConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:125(EmptyPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:140(LocationParseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:150(ResponseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:166(InsecureRequestWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:171(SystemTimeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:181(SNIMissingWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:186(DependencyWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:194(ResponseNotChunked)
        1    0.000    0.000    0.000    0.000 exceptions.py:199(BodyNotHttplibCompatible)
        1    0.000    0.000    0.000    0.000 exceptions.py:223(InvalidHeader)
        1    0.000    0.000    0.000    0.000 exceptions.py:237(HeaderParsingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:244(UnrewindableBodyError)
        1    0.000    0.000    0.000    0.000 six.py:380(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:430(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:451(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 typing.py:1204(Generic)
        1    0.000    0.000    0.000    0.000 typing.py:1234(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 typing.py:1241(_TypingEllipsis)
        1    0.000    0.000    0.000    0.000 typing.py:1279(Tuple)
        1    0.000    0.000    0.000    0.000 typing.py:1355(Callable)
        1    0.000    0.000    0.000    0.000 typing.py:1718(Awaitable)
        1    0.000    0.000    0.000    0.000 typing.py:1725(Coroutine)
        1    0.000    0.000    0.000    0.000 typing.py:1734(AsyncIterable)
        1    0.000    0.000    0.000    0.000 typing.py:1749(Iterator)
        1    0.000    0.000    0.000    0.000 typing.py:1816(Container)
        1    0.000    0.000    0.000    0.000 typing.py:1821(Collection)
        1    0.000    0.000    0.000    0.000 typing.py:1855(MutableMapping)
        1    0.000    0.000    0.000    0.000 typing.py:1874(MutableSequence)
        1    0.000    0.000    0.000    0.000 typing.py:1878(ByteString)
        1    0.000    0.000    0.000    0.000 typing.py:1882(List)
        1    0.000    0.000    0.000    0.000 typing.py:1903(Set)
        1    0.000    0.000    0.000    0.000 typing.py:1914(FrozenSet)
